user_id,pilot
99ec07,0
8db1b4,0
f3bc10,0
6ad324,0
d56bd5,0
94c246,0
c1e613,0
e32f12,0
85df24,0
8486db,0
1a0fd5,0
9ea145,0
309217,0
cc875c,0
220beb,0
fd83af,0
089179,0
aa2c14,0
8a12a3,0
bf61c5,0
9e1896,0
2481d5,0
ad8212,0
a6b2c5,0
39086e,0
251c8c,0
3c4300,0
d59517,0
4a7cb8,0
f2d381,0
8b7303,0
d89def,0
1f4167,0
7d94f6,0
7ce2e0,0
c99bef,0
5a485f,0
f9f620,0
9dab7b,0
6d64b5,0
850bdc,0
819799,0
0ad7a9,0
d4493b,0
6c6156,0
c3e4f8,0
81d93b,0
2967bc,0
99f140,0
6a1ba5,0
4fa4aa,0
3dd62d,0
31b718,0
bd3fad,0
670719,0
410c2e,0
9efb33,0
a8a832,0
91aabb,0
144509,0
b8d435,0
278157,0
abe33f,0
1a5342,0
759d54,0
59e521,0
8913e6,0
0460d6,0
7a40c4,0
857d74,0
ad7a6c,0
f8319d,0
4c2f74,0
45a686,0
9af646,0
dfaaa2,0
0fb4c4,0
96b624,0
174ab5,0
b9c5fe,0
efca04,0
3197e7,0
68524e,0
5dc1d5,0
0b7e3b,0
159493,0
934442,0
2acdce,0
930987,0
0160af,0
7f4c8d,0
8e4d5a,0
bb09cc,0
4a2430,0
82046a,0
401bcb,0
4d4254,0
57cbce,0
c729f7,0
1db9ba,0
1ce275,0
011e92,0
baa164,0
e43dc8,0
62e875,0
7d9c6b,0
9a1a2b,0
517396,0
6e4a3a,0
e79282,0
d474fc,0
66e175,0
96c4a9,0
225438,0
f8cb22,0
5896b6,0
10420c,0
8625a0,0
e1c0d8,0
4c3bff,0
d0682a,0
8f17bc,0
8205a9,0
c57719,0
b3a46c,0
d34eeb,0
14b7ea,0
903bbb,0
620702,0
c10b54,0
babcd4,0
bd13bd,0
3e783a,0
8e6898,0
4d29c0,0
55226c,0
7f31be,0
d2b0b6,0
8c7f8c,0
024ccd,0
62726e,0
431d10,0
19bbc0,0
ef7988,0
e0b899,0
a749ff,0
1ccead,0
91fe4e,0
888a80,0
d1ddd0,0
d41d6a,0
8c9776,0
6e7276,0
afdd81,0
bf867f,0
73228f,0
532e70,0
396b36,0
806ed6,0
96a863,0
efaf17,0
ffa13b,0
d4dff0,0
6c0ce6,0
38eb4c,0
fd44e3,0
5a341b,0
2af646,0
7b8e74,0
c854a4,0
9962dc,0
45936b,0
1060c6,0
e8e2e6,0
88238d,0
4e9bf7,0
29da0a,0
33f806,0
29e4a2,0
7f5809,0
750f4b,0
d0c42d,0
7dd88f,0
4b873d,0
137ce6,0
69ab9c,0
45e228,0
f0e35f,0
b40837,0
e3cf4a,0
aae3bd,0
87e04d,0
2de9ed,0
fb885c,0
1594a0,0
b6cbef,0
b53295,0
8af347,0
023606,0
239435,0
d86c0c,0
fba73d,0
f1dab2,0
ff6135,0
3ceda4,0
4cae74,0
d2b14c,0
f15699,0
175cb9,0
7c6969,0
f2fce4,0
bebbea,0
c60cdc,0
8dad5c,0
195077,0
2a1a83,0
dd7a73,0
dd6e3b,0
3a993e,0
894d77,0
175802,0
64f5ed,0
d93e99,0
3872f8,0
209142,0
830bfe,0
5885e5,0
2df44d,0
4676df,0
bc8218,0
b3e8ca,0
b9bc91,0
a0c78e,0
bc928d,0
9e5a96,0
d214de,0
6ec29b,0
468068,0
500716,0
791585,0
14e5b9,0
bce929,0
7ba6e1,0
32b7e9,0
a0e818,0
8464d6,0
5dd6a8,0
db34f9,0
156fdc,0
75fe04,0
84c76f,0
627ee1,0
756557,0
e50899,0
277890,0
354827,0
5759ce,0
945b83,0
5dff4b,0
13cc16,0
8a6b0f,0
ade50a,0
5fed19,0
d858dd,0
eb4980,0
31a756,0
f45b05,0
8e5eda,0
a74c74,0
665cff,0
3dbef9,0
e19ddb,0
da68ca,0
34db84,0
495178,0
182a80,0
8e857f,0
e5558f,0
041b70,0
143087,0
f05dff,0
0f7f26,0
c43c4e,0
05fa1d,0
64968b,0
fe5d36,0
9c9918,0
b9be26,0
4b4abc,0
e26f82,0
b0c372,0
533cbc,0
dd003d,0
2ac48b,0
d4e7a8,0
2cd64f,0
2ae7ac,0
92d225,0
74cc39,0
3464a8,0
a4ee07,0
29888e,0
db3ac3,0
1851f4,0
b4c959,0
65ebb8,0
145769,0
5f6ff7,0
df2f03,0
d86924,0
794bf6,0
13b0e4,0
1c4b1d,0
4fe418,0
5ecdf7,0
40e04c,0
2d74eb,0
8579a8,0
e2373b,0
8e01d5,0
363de5,0
8fd85c,0
060477,0
2cc1c0,0
a89d5a,0
bee577,0
3e2582,0
315769,0
ef0081,0
ef5b69,0
950231,0
2f6cb3,0
c231eb,0
008b82,0
64dab4,0
1ead90,0
71bb73,0
05cadd,0
3fb86f,0
38970c,0
fe06dd,0
a985c8,0
a55ba1,0
fba338,0
1e39ee,0
a46045,0
f4334b,0
3cbcb9,0
d2ac54,0
551952,0
259c54,0
c23e7f,0
ccfcab,0
082451,0
eb2854,0
bc9ab2,0
fd4971,0
05c93d,0
6dcbd0,0
ea3fa9,0
bb9e27,0
78d720,0
9e8221,0
71f5d5,0
6774cf,0
a2cc15,0
04a600,0
25a58e,0
0ebd61,0
46ff7f,0
8cb945,0
9ef943,0
7b0274,0
bc35b3,0
5edcd2,0
302991,0
814c40,0
cc9297,0
f8d260,0
905a45,0
8156c3,0
ae2237,0
fe35cb,0
a85a75,0
68234c,0
6bba42,0
54cefa,0
86c10d,0
a70774,0
3f3b31,0
81caff,0
21bcfc,0
600b74,0
b2bd02,0
edf46a,0
d51f10,0
b2efb2,0
00062e,0
8188b8,0
70d371,0
299f5a,0
d9e434,0
bcb087,0
257ffe,0
e2ae22,0
aeee35,0
dc6d68,0
f40dc4,0
3b9b52,0
6210a7,0
6874a6,0
5b6732,0
ea7376,0
f0d41a,0
1a241f,0
6880d4,0
197530,0
ce243d,0
6aba18,0
6ce9da,0
3b9053,0
c786fb,0
95fdac,0
e8ead0,0
eaa732,0
88f5c3,0
a83ad1,0
1ac2f9,0
31c791,0
bfb871,0
5e0e70,0
5561eb,0
27622d,0
adfcc3,0
97fa73,0
e75fd7,0
ab849b,0
20a9af,0
8cfa52,0
4bc1cc,0
28f635,0
f24502,0
cc35ad,0
65f9d1,0
9cae8c,0
bbbc23,0
b60e2d,0
77db74,0
53354b,0
585248,0
6be453,0
e3e5b5,0
d3da4f,0
9357bb,0
90f0c7,0
4dba83,0
cb15d0,0
64e343,0
601a6a,0
ed3067,0
ebeb03,0
b56cd3,0
5673ca,0
33316e,0
75e03a,0
e13636,0
ba6fd6,0
2480d7,0
226e92,0
c38418,0
dc5d64,0
e49b45,0
81c968,0
75f6f1,0
66bc6f,0
cb94f8,0
ee6ddf,0
60b90c,0
25394a,0
06db33,0
d9e0cf,0
7bf718,0
c9e26b,0
096ff2,0
898561,0
a3bcc5,0
437776,0
b39a8b,0
12c7ec,0
bd49d1,0
92e391,0
ec4385,0
86bab4,0
efd0ee,0
967842,0
238cbd,0
145732,0
6624da,0
5be2e4,0
d56ca1,0
348119,0
2b2b97,0
ca222e,0
a9b153,0
49b5e1,0
4950b9,0
f90ed6,0
48f1a6,0
c254f0,0
d1ec0b,0
be2229,0
c26faf,0
06735b,0
367643,0
946b19,0
dfec32,0
5cf284,0
0d6245,0
73d9ed,0
d3838a,0
085099,0
23f6b1,0
0e02fe,0
ee2554,0
c98a5a,0
4c0409,0
b3d410,0
b0e8a1,0
da3500,0
ea2700,0
d8363c,0
396908,0
ef6aff,0
c12e66,0
03e1b2,0
c756b6,0
10f63e,0
738d51,0
6cbcbf,0
847c10,0
9f893d,0
bad238,0
0e3f1a,0
44e34a,0
1ab584,0
593261,0
6abfa4,0
eb2af5,0
ed8101,0
abd719,0
6b4355,0
36e2e0,0
617f62,0
47a353,0
0558c8,0
2bd5f2,0
c0d5cf,0
b19a61,0
c8dd5c,0
ff4cd3,0
661452,0
6019b4,0
210c5b,0
4b028d,0
c8e23b,0
590d39,0
8e5d2c,0
5304ff,0
e382d4,0
3ee638,0
ca18a0,0
74b45e,0
e94fd5,0
11bd1a,0
deb375,0
9803f6,0
28b85e,0
70bc58,0
add7d2,0
c3931e,0
8b1da4,0
d048be,0
ea1508,0
5b28f3,0
a85bfa,0
74460b,0
f33965,0
5bd136,0
ccfc72,0
8c5770,0
842c5d,0
0621d5,0
15408c,0
0211bd,0
d0cc6f,0
1d81ba,0
5762ab,0
3d29a7,0
34396a,0
3b3275,0
1eab0c,0
85d389,0
7ce77c,0
67a2cf,0
98b1af,0
ebf765,0
9c0e06,0
f52627,0
60670c,0
b5b417,0
ae8a46,0
0ceffd,0
8a9fca,0
bf2bd2,0
24cfcd,0
fe90a0,0
fda7da,0
080ae6,0
baab79,0
10b62c,0
d86e4f,0
22e0d6,0
12446a,0
de4ac0,0
e09cb9,0
41cbef,0
46c4c5,0
854903,0
0e1a7a,0
064144,0
146df9,0
3324d2,0
d7dd6d,0
a67815,0
ad1c5c,0
7b7285,0
358011,0
3faa6c,0
d06832,0
fd30c9,0
51db5d,0
19d96e,0
d8e214,0
41204e,0
2542f0,0
26a48f,0
5bd232,0
1de309,0
d5ee1f,0
697679,0
6aee30,0
16eb08,0
713455,0
999fee,0
73b8e7,0
7bd24e,0
e9f556,0
8d2169,0
321332,0
cdea75,0
b7706b,0
246774,0
75a7a9,0
367922,0
19e4e5,0
d1a385,0
38ad5f,0
1caa23,0
80d5e2,0
5321db,0
509403,0
58c62a,0
fc7c2c,0
47ad52,0
c3ac1d,0
985947,0
6b1ee8,0
c5ebe9,0
086d2a,0
5d451b,0
3370fe,0
2b5b80,0
1ecb55,0
6a6bad,0
1f8eae,0
9e7fa7,0
77b7b3,0
fb86e1,0
f1434d,0
ac9622,0
e5475a,0
b5ba1a,0
ad650d,0
01d4dc,0
a0ba27,0
4998ef,0
e69c08,0
0ebe17,0
421e35,0
f5b384,0
fd2a2a,0
9c20bc,0
bd786d,0
dee8dc,0
56b1cf,0
2a2978,0
9dfa28,0
ac1026,0
2b7f75,0
858648,0
b01eb8,0
af69ee,0
723236,0
60b096,0
26fdcb,0
20e7d7,0
24a24c,0
839cda,0
ea3981,0
edbff8,0
e148b0,0
ca7e56,0
fc3326,0
e64fe6,0
14a80a,0
07d57f,0
cdad7d,0
e3056f,0
68a53d,0
f441da,0
82de91,0
60dbc6,0
9e3549,0
1d4e19,0
199234,0
f0728a,0
c21299,0
de62f4,0
bece4a,0
d646c4,0
f97321,0
9e2ee0,0
31bd18,0
79a359,0
b5db3b,0
9adf78,0
9cd9cc,0
9946da,0
981250,0
ce33aa,0
f443ac,0
c996e4,0
e5db94,0
4c6c31,0
2ac272,0
ba11be,0
957abc,0
86595f,0
002ecb,0
10c497,0
4360a9,0
d8569c,0
e8fc06,0
cb0bb9,0
9c35b4,0
8e7e8d,0
8e5239,0
d7cbca,0
e7fe79,0
42d485,0
dc5993,0
23fcc5,0
354d34,0
f54004,0
4b0fb8,0
b4bc53,0
80f53f,0
e4531c,0
30e3ab,0
f79d89,0
cd5a4c,0
7d590f,0
f0ae08,0
d79ec7,0
e15055,0
951463,0
7bf170,0
db2f70,0
147724,0
424a68,0
a41e0a,0
488195,0
a25441,0
f54e1a,0
95498d,0
491c77,0
e4786e,0
edd30b,0
8b6f03,0
8f2d3a,0
2f1e3c,0
c03439,0
b7ed4a,0
7bd02e,0
750c93,0
4c43b3,0
cd7d3b,0
8a3af5,0
146ed7,0
050197,0
c0fbe8,0
889790,0
c6f595,0
87af39,0
60c406,0
02fadf,0
393995,0
97e20f,0
653695,0
8d42c6,0
e58268,0
9ce927,0
147c55,0
56615e,0
08594e,0
e407dd,0
61dac3,0
7941ef,0
48fff1,0
5a4c3e,0
35730f,0
75cb71,0
9c672f,0
20b6da,0
97c023,0
ed7fcf,0
89e699,0
00ccd0,0
3a8d3e,0
16b2bd,0
c52284,0
397ad1,0
7e5b35,0
458bc3,0
38e1fa,0
81627c,0
835365,0
9d97e0,0
1920dd,0
3be423,0
170585,0
f356c1,0
08ab79,0
180229,0
28d4dc,0
53ad1d,0
3cec3b,0
964b47,0
be8d7d,0
bd4062,0
0469e2,0
4457eb,0
ce0087,0
d9c926,0
03f110,0
bc0364,0
dac6c6,0
facaca,0
2cdbcb,0
282ba8,0
76547e,0
ce0df5,0
848971,0
63578b,0
044a57,0
d68756,0
823233,0
41c4ac,0
6d8bda,0
67759c,0
a894a7,0
1d1310,0
7caf10,0
078e1b,0
122a72,0
e86ef5,0
d48c0e,0
ef2716,0
0cbfaf,0
4da281,0
37f522,0
fd886e,0
f8491c,0
bfebfd,0
078af2,0
feeb36,0
f8956e,0
4c140f,0
ee4dd9,0
d77c1f,0
221a59,0
ec123e,0
26aeb1,0
63cd18,0
6a03f2,0
f74dad,0
bbbf20,0
7efa18,0
b21401,0
23ea5a,0
4de10e,0
4495ce,0
d81c0f,0
b454fa,0
78d4a6,0
5a420b,0
71d5cc,0
ea1873,0
92948c,0
003a3b,0
f22be6,0
621408,0
31c3f8,0
9641d0,0
8c06e5,0
a8dbe9,0
fbca47,0
a20cc7,0
bca19d,0
90085f,0
5cf3a1,0
b333c9,0
9aafe7,0
4f4111,0
212b08,0
9f1f0b,0
58464b,0
b92858,0
606abb,0
e3e240,0
651f4f,0
d5132f,0
81cfcd,0
7f557c,0
8611f3,0
6e5a2c,0
d2ea7c,0
5eb4f1,0
f120a6,0
08e05a,0
c1c754,0
79f1b2,0
a75a0e,0
fcccec,0
36230b,0
4331d4,0
f68868,0
3ad81c,0
51442f,0
cfd970,0
50f301,0
278316,0
11d6b5,0
77fb0d,0
2e89c1,0
018841,0
80f7bc,0
b34eb9,0
9ea0f2,0
15efc7,0
10f14a,0
8dcda3,0
ee7297,0
e5373b,0
98ac0b,0
216368,0
cdb276,0
591be1,0
d7cb25,0
1e6ee9,0
4538fb,0
bc3361,0
41c4ff,0
325a51,0
dd778d,0
9220c8,0
c605a1,0
f2e699,0
8ca080,0
9f68ba,0
2d8649,0
fef027,0
641606,0
2da21e,0
b65b01,0
1c63fa,0
c7c2ca,0
50883d,0
32d6e4,0
d45d9e,0
809635,0
d210b1,0
15f15c,0
06c28c,0
1493b3,0
d5d182,0
b2df3b,0
b735a2,0
bff123,0
1b1c97,0
965376,0
31b44e,0
99362c,0
8e2f02,0
f77844,0
8e5ecb,0
cee4f7,0
cdcbd3,0
d43531,0
b205fa,0
720a64,0
1df132,0
220406,0
c4879e,0
3b7d10,0
89306e,0
9c8d11,0
8f08f5,0
fc07b4,0
2d009e,0
eaa8fd,0
55f9af,0
963068,0
abb21e,0
44fc94,0
98c0c8,0
099d4a,0
196e32,0
4cd0b3,0
0ad0b2,0
83b6f3,0
